datetime,open,high,low,close,volume
2025-01-01 00:00:00+00:00,2.0795,2.1083,2.0765,2.0897,10710648.542914
2025-01-01 02:00:00+00:00,2.0897,2.1042,2.0876,2.1024,9076814.426754
2025-01-01 04:00:00+00:00,2.1024,2.145,2.0943,2.1312,11253784.474707
2025-01-01 06:00:00+00:00,2.1314,2.143,2.1179,2.1201,12043295.275365
2025-01-01 08:00:00+00:00,2.12,2.1305,2.0869,2.1013,5516893.200255
2025-01-01 10:00:00+00:00,2.1014,2.14,2.0983,2.1318,4950376.798436
2025-01-01 12:00:00+00:00,2.1319,2.18,2.1267,2.1614,11415196.418421
2025-01-01 14:00:00+00:00,2.1609,2.2299,2.1561,2.2243,18091729.279566
2025-01-01 16:00:00+00:00,2.2237,2.28,2.1981,2.2542,43374751.755688
2025-01-01 18:00:00+00:00,2.2544,2.3372,2.243,2.3129,38177220.824467
2025-01-01 20:00:00+00:00,2.3132,2.3253,2.2823,2.3157,25453249.704487
2025-01-01 22:00:00+00:00,2.3162,2.35,2.2932,2.3285,20594195.230425
2025-01-02 00:00:00+00:00,2.3284,2.4476,2.3251,2.396,46656164.617875
2025-01-02 02:00:00+00:00,2.3963,2.4263,2.3822,2.42,18559018.475484
2025-01-02 04:00:00+00:00,2.4199,2.4234,2.3617,2.3676,15671988.082032
2025-01-02 06:00:00+00:00,2.3677,2.3781,2.3367,2.364,14191623.842919
2025-01-02 08:00:00+00:00,2.3643,2.4065,2.3642,2.3976,10379387.289488
2025-01-02 10:00:00+00:00,2.3977,2.4146,2.3811,2.4015,9404323.784467
2025-01-02 12:00:00+00:00,2.4016,2.4192,2.3824,2.388,8801123.74516
2025-01-02 14:00:00+00:00,2.388,2.4206,2.3617,2.4018,18919411.187033
2025-01-02 16:00:00+00:00,2.4023,2.4365,2.3732,2.3933,20517917.500661
2025-01-02 18:00:00+00:00,2.3931,2.4125,2.3831,2.3855,8354037.730726
2025-01-02 20:00:00+00:00,2.3858,2.3953,2.3638,2.3841,9447757.248924
2025-01-02 22:00:00+00:00,2.3844,2.4118,2.3822,2.4008,8796842.429183
2025-01-03 00:00:00+00:00,2.4005,2.435,2.3947,2.4211,14855496.192401
2025-01-03 02:00:00+00:00,2.4212,2.4726,2.4153,2.4663,20288683.151662
2025-01-03 04:00:00+00:00,2.4661,2.4665,2.419,2.4276,10642084.622917
2025-01-03 06:00:00+00:00,2.4275,2.4517,2.4025,2.4131,8420970.535698
