datetime,open,high,low,close,volume
2025-01-01 00:00:00+00:00,0.2326,0.23569,0.23243,0.23569,73463.79
2025-01-01 01:00:00+00:00,0.23474,0.23492,0.23231,0.23257,55059.8
2025-01-01 02:00:00+00:00,0.23366,0.23366,0.23238,0.23342,24723.71
2025-01-01 03:00:00+00:00,0.23298,0.23298,0.23182,0.23237,24036.72
2025-01-01 04:00:00+00:00,0.23268,0.23295,0.23061,0.23094,92403.85
2025-01-01 05:00:00+00:00,0.23065,0.23233,0.23065,0.23193,48579.96
2025-01-01 06:00:00+00:00,0.23215,0.23215,0.23019,0.23149,28437.58
2025-01-01 07:00:00+00:00,0.23137,0.23246,0.23114,0.23183,41832.35
2025-01-01 08:00:00+00:00,0.23146,0.23179,0.22879,0.22879,16052.79
2025-01-01 09:00:00+00:00,0.22931,0.22972,0.22653,0.22822,73795.45
2025-01-01 10:00:00+00:00,0.2285,0.23075,0.2285,0.2296,121620.01
2025-01-01 11:00:00+00:00,0.22888,0.23338,0.22887,0.23195,48583.69
2025-01-01 12:00:00+00:00,0.23146,0.23324,0.23062,0.23324,52416.56
2025-01-01 13:00:00+00:00,0.23318,0.23565,0.232,0.23362,87271.87
2025-01-01 14:00:00+00:00,0.2339,0.23523,0.23182,0.23434,29612.57
2025-01-01 15:00:00+00:00,0.23457,0.23866,0.23336,0.23749,47991.92
2025-01-01 16:00:00+00:00,0.23714,0.23896,0.23532,0.23557,95563.94
2025-01-01 17:00:00+00:00,0.23595,0.23782,0.23363,0.23775,60866.98
2025-01-01 18:00:00+00:00,0.23788,0.24078,0.23639,0.23928,111976.87
2025-01-01 19:00:00+00:00,0.23942,0.24243,0.23863,0.24118,220732.34
2025-01-01 20:00:00+00:00,0.24122,0.24316,0.24122,0.24254,54522.74
2025-01-01 21:00:00+00:00,0.24262,0.24317,0.241,0.24185,27160.05
2025-01-01 22:00:00+00:00,0.24158,0.24284,0.2406,0.24284,53396.59
2025-01-01 23:00:00+00:00,0.2422,0.24278,0.24102,0.24205,40892.77
2025-01-02 00:00:00+00:00,0.24201,0.24722,0.24124,0.24512,504886.25
2025-01-02 01:00:00+00:00,0.24514,0.24637,0.24238,0.24267,116840.49
2025-01-02 02:00:00+00:00,0.24301,0.24302,0.24194,0.24262,29842.83
2025-01-02 03:00:00+00:00,0.24316,0.24458,0.24249,0.24392,84028.0
2025-01-02 04:00:00+00:00,0.24464,0.24672,0.24384,0.24648,56025.28
2025-01-02 05:00:00+00:00,0.2459,0.24607,0.2439,0.24477,75308.82
2025-01-02 06:00:00+00:00,0.2447,0.24565,0.24212,0.24345,71737.32
2025-01-02 07:00:00+00:00,0.24372,0.24575,0.24294,0.24515,37896.73
2025-01-02 08:00:00+00:00,0.24585,0.24644,0.24348,0.24438,64237.19
2025-01-02 09:00:00+00:00,0.24439,0.24629,0.24432,0.24594,31643.63
2025-01-02 10:00:00+00:00,0.24644,0.24668,0.24527,0.24595,19836.72
2025-01-02 11:00:00+00:00,0.2458,0.24794,0.24456,0.24602,158329.09
2025-01-02 12:00:00+00:00,0.24663,0.24744,0.24562,0.24719,55930.06
2025-01-02 13:00:00+00:00,0.24728,0.24771,0.24627,0.24668,159160.56
2025-01-02 14:00:00+00:00,0.24696,0.2503,0.24445,0.24774,118042.1
2025-01-02 15:00:00+00:00,0.24771,0.24811,0.24456,0.24652,195841.32
2025-01-02 16:00:00+00:00,0.24707,0.2496,0.24568,0.24842,50437.17
2025-01-02 17:00:00+00:00,0.24793,0.24945,0.24526,0.24665,119727.36
2025-01-02 18:00:00+00:00,0.247,0.24779,0.24614,0.24779,32030.17
2025-01-02 19:00:00+00:00,0.24774,0.24809,0.24585,0.24596,104826.37
2025-01-02 20:00:00+00:00,0.24641,0.24722,0.245,0.24535,47650.77
2025-01-02 21:00:00+00:00,0.24577,0.24608,0.24477,0.24556,134610.64
2025-01-02 22:00:00+00:00,0.24569,0.24583,0.24371,0.24491,35457.26
2025-01-02 23:00:00+00:00,0.24494,0.2481,0.24494,0.2481,58700.17
2025-01-03 00:00:00+00:00,0.24806,0.24948,0.24502,0.24511,66008.83
2025-01-03 01:00:00+00:00,0.2453,0.24582,0.24354,0.24523,15308.38
2025-01-03 02:00:00+00:00,0.24528,0.24883,0.24509,0.24697,46748.89
2025-01-03 03:00:00+00:00,0.24626,0.24782,0.24573,0.24704,38571.44
2025-01-03 04:00:00+00:00,0.24702,0.2471,0.2447,0.2447,61245.25
